model	embed_type	lemma	form_1	form_1_freq	form_2	form_2_freq	msps	semantic_label	semantic_def	chisq_eq	p_eq	p_cat	cond_type	k2_sil	k2_var_1	k2_var_2	k2_var_mean	form_sil	form_var_1	form_var_2	form_var_mean	all_var
answerdotai_ModernBERT-base	delta	burn	burnt	15.0	burned	6.0	ppt	6(7b)	"To use as fuel. ""This furnace burns gas"""	3.85714285714286	0.0495	0.0207	prob	0.5417681477753785	37.19708508902196	40.136142949085546	38.66661401905375	0.5417681477753785	37.19708508902196	40.136142949085546	38.66661401905375	103.11249899866463
answerdotai_ModernBERT-base	delta	burn	burnt	5.0	burned	11.0	ppt	6(9a)	"To injure or damage by or as if by exposure to fire, heat, or radiation. To scorch. ""burned his hand"""	2.25	0.1336	0.0434	no_cond	0.5607086040167933	37.82416213091099	45.097180063422414	41.4606710971667	0.5607086040167933	45.097180063422414	37.82416213091099	41.4606710971667	123.84259067060084
answerdotai_ModernBERT-base	delta	burn	burnt	6.0	burned	12.0	pst	6(3a)	"To undergo alteration or destruction by the action of fire or heat. ""The house burned down."" ""The potatoes burned to a crisp."""	2.0	0.1573	0.0191	no_cond	0.5287184060133565	44.42680921218014	39.81746896829473	42.12213909023744	0.5287184060133565	44.42680921218014	39.81746896829473	42.12213909023744	115.71098656432575
answerdotai_ModernBERT-base	delta	burn	burnt	39.0	burned	50.0	pst	6(7a)	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the trash"""	1.35955056179775	0.2436	0.0	no_cond	0.5187584501758166	53.075089261129946	55.877418593740664	54.47625392743531	0.5187584501758166	53.075089261129946	55.877418593740664	54.47625392743531	145.14482187231286
answerdotai_ModernBERT-base	delta	burn	burnt	20.0	burned	3.0	pst	6(9a)	"To injure or damage by or as if by exposure to fire, heat, or radiation. To scorch. ""burned his hand"""	12.5652173913043	0.0004	0.2333	cat	0.5475658473677878	48.103850385151034	27.274611445594363	37.6892309153727	0.5475658473677878	48.103850385151034	27.274611445594363	37.6892309153727	90.92422436418262
answerdotai_ModernBERT-base	delta	creep	creeped	3.0	crept	25.0	ppt	7(2a)	"To go very slowly. ""The hours crept by."""	17.2857142857143	0.0	0.2364	cat	0.5936986388246891	30.527897544311077	52.371315565711214	41.449606555011144	0.5936986388246891	30.527897544311077	52.371315565711214	41.449606555011144	102.26576089021765
answerdotai_ModernBERT-base	delta	creep	creeped	10.0	crept	63.0	ppt	7(2c)	"To enter or advance gradually so as to be almost unnoticed. ""Age creeps up on us."" ""A note of irritation crept into her voice."""	38.4794520547945	0.0	0.0014	prob	0.6171606517510695	45.553804488963735	36.530366618380995	41.042085553672365	0.6171606517510695	36.530366618380995	45.553804488963735	41.042085553672365	105.97834253199933
answerdotai_ModernBERT-base	delta	creep	creeped	72.0	crept	0.0	ppt	7(6a)	"To cause (someone) to have an uncomfortable feeling of nervousness or hear. To give (someone) the creeps. ""That guy really creeps me out."" ""I felt creeped out being alone in the office at night."""	72.0	0.0	1.0	cat	0.10224566901792177	51.37103975244638	37.60792533815551	44.489482545300945		53.576412213413306			53.576412213413306
answerdotai_ModernBERT-base	delta	creep	creeped	2.0	crept	32.0	pst	7(2a)	"To go very slowly. ""The hours crept by."""	26.4705882352941	0.0	0.4925	cat	0.5462249144112811	31.96258621178241	57.25260110050442	44.607593656143415	0.5462249144112811	31.96258621178241	57.25260110050442	44.607593656143415	82.1314866447261
answerdotai_ModernBERT-base	delta	creep	creeped	4.0	crept	32.0	pst	7(2b)	"To go timidly or cautiously so as to escape notice. ""She crept away from the festive scene."""	21.7777777777778	0.0	0.1145	cat	0.5985426858763656	28.516966683975223	45.642544135885956	37.07975540993059	0.5985426858763656	28.516966683975223	45.642544135885956	37.07975540993059	92.52124726713458
answerdotai_ModernBERT-base	delta	creep	creeped	6.0	crept	36.0	pst	7(2c)	"To enter or advance gradually so as to be almost unnoticed. ""Age creeps up on us."" ""A note of irritation crept into her voice."""	21.4285714285714	0.0	0.0258	prob	0.556110348400032	57.27973887994566	45.645335869435996	51.462537374690825	0.556110348400032	45.645335869435996	57.27973887994566	51.462537374690825	113.08799924996094
answerdotai_ModernBERT-base	delta	creep	creeped	81.0	crept	0.0	pst	7(6a)	"To cause (someone) to have an uncomfortable feeling of nervousness or hear. To give (someone) the creeps. ""That guy really creeps me out."" ""I felt creeped out being alone in the office at night."""	81.0	0.0	1.0	cat	0.11558632478557232	24.50336070607854	44.975541298521016	34.739451002299774		45.58023526738047			45.58023526738047
answerdotai_ModernBERT-base	delta	disprove	disproven	100.0	disproved	100.0	ppt	8(1a)	"To prove to be false or wrong. To refute. ""disprove a theory"""	0.0	1.0	0.0	no_cond	0.5695348627636578	59.151141148620205	65.70931073612783	62.43022594237402	0.5695348627636578	59.151141148620205	65.70931073612783	62.43022594237402	199.11510848924476
answerdotai_ModernBERT-base	delta	dive	dived	28.0	dove	15.0	pst	9(1a)	To plunge into water intentionally	3.93023255813953	0.0474	0.0	prob	0.5461849939078549	70.65760865213511	58.94381116047609	64.8007099063056	0.5461849939078549	70.65760865213511	58.94381116047609	64.8007099063056	191.45680969166216
answerdotai_ModernBERT-base	delta	dive	dived	25.0	dove	49.0	pst	9(3a)	To plunge into some matter or activity	7.78378378378378	0.0053	0.0	prob	0.570572859777757	49.69763496624688	53.918956711099426	51.80829583867315	0.570572859777757	53.918956711099426	49.69763496624688	51.80829583867315	154.28281656819138
answerdotai_ModernBERT-base	delta	dive	dived	34.0	dove	33.0	pst	9(3b)	To plunge or dash for some place, expecially to seize something	0.0149253731343284	0.9028	0.0	no_cond	0.5467823153012881	62.51273521345408	49.083871322999514	55.798303268226796	0.5467823153012881	62.51273521345408	49.083871322999514	55.798303268226796	166.39027883248133
answerdotai_ModernBERT-base	delta	dream	dreamt	59.0	dreamed	53.0	ppt	11(2a)	"To indulge in daydreams or fantasies. ""dreaming of a better future"""	0.321428571428571	0.5708	0.0	no_cond	0.5975565682374475	45.300741314860225	40.489129009777564	42.894935162318895	0.5975565682374475	45.300741314860225	40.489129009777564	42.894935162318895	154.59666761292345
answerdotai_ModernBERT-base	delta	dream	dreamt	20.0	dreamed	28.0	ppt	11(5a)	"To consider as a possibility. To imagine. ""never dreamed I would become a teacher"""	1.33333333333333	0.2482	0.0	no_cond	0.582851554633836	50.141200261161465	54.898964406361294	52.52008233376138	0.582851554633836	50.141200261161465	54.898964406361294	52.52008233376138	179.96975121442665
answerdotai_ModernBERT-base	delta	dream	dreamt	7.0	dreamed	15.0	ppt	11(8a)	"To come up with the idea for. Often, the phrase ""dream up""."	2.90909090909091	0.0881	0.0089	no_cond	0.5733662488040671	39.84183043535227	49.34423331504377	44.59303187519802	0.5733662488040671	49.34423331504377	39.84183043535227	44.59303187519802	134.48356473565863
answerdotai_ModernBERT-base	delta	dream	dreamt	25.0	dreamed	44.0	pst	11(2a)	"To indulge in daydreams or fantasies. ""dreaming of a better future"""	5.23188405797101	0.0222	0.0	prob	0.5569359591107786	55.56504177349576	62.1217651332906	58.84340345339318	0.5569359591107786	62.1217651332906	55.56504177349576	58.84340345339318	169.9507004863186
answerdotai_ModernBERT-base	delta	dream	dreamt	56.0	dreamed	15.0	pst	11(4a)	"To have a dream of. ""dreamt that he was running in the woods"""	23.6760563380282	0.0	0.0	prob	0.5543329209916751	62.05081824940413	58.4104351070178	60.23062667821097	0.5543329209916751	62.05081824940413	58.4104351070178	60.23062667821097	145.63870882526916
answerdotai_ModernBERT-base	delta	dream	dreamt	6.0	dreamed	20.0	pst	11(5a)	"To consider as a possibility. To imagine. ""never dreamed I would become a teacher"""	7.53846153846154	0.006	0.0226	prob	0.6303066821969631	47.322038892103734	48.18160343351003	47.75182116280688	0.6303066821969631	47.322038892103734	48.18160343351003	47.75182116280688	161.9578138739103
answerdotai_ModernBERT-base	delta	dream	dreamt	7.0	dreamed	20.0	pst	11(8a)	"To come up with the idea for. Often, the phrase ""dream up""."	6.25925925925926	0.0124	0.01	prob	0.5806112273473462	49.625914052936245	57.4559041355089	53.54090909422257	0.5806112273473462	49.625914052936245	57.4559041355089	53.54090909422257	163.82198478044668
answerdotai_ModernBERT-base	delta	drink	drank	17.0	drunk	11.0	ppt	10(2a)	"To partake of alcoholic beverages. ""has quit drinking"""	1.28571428571429	0.2568	0.0003	no_cond	0.4985841433216186	33.61508254084249	30.919165291627998	32.26712391623524	0.4985841433216186	33.61508254084249	30.919165291627998	32.26712391623524	82.68919416526319
answerdotai_ModernBERT-base	delta	drink	drank	59.0	drunk	45.0	ppt	10(4a)	"To swallow. To imbibe. ""drink a glass of water"""	1.88461538461538	0.1698	0.0	no_cond	0.488993905224763	36.57864957228868	41.508211056649856	39.04343031446927	0.488993905224763	36.57864957228868	41.508211056649856	39.04343031446927	91.80813706115534
answerdotai_ModernBERT-base	delta	drink	drank	17.0	drunk	34.0	ppt	10(7a)	Phrase: drink the Kool-Aid	5.66666666666667	0.0173	0.0	prob	0.556257998342829	26.50207642935151	27.377587354734516	26.939831892043014	0.556257998342829	26.50207642935151	27.377587354734516	26.939831892043014	77.52741530743313
answerdotai_ModernBERT-base	delta	drive	drove	0.0	driven	25.0	ppt	12(11a)	"To give shape or impulse to. ""factors that drive the business cycle"" ""the ideas that have driven history"""	25.0	0.0	1.0	cat	0.14638324844030645	99.35931306182016	93.9879060848219	96.67360957332103			120.22381387250948		120.22381387250948
answerdotai_ModernBERT-base	delta	drive	drove	27.0	driven	4.0	ppt	12(2a)	"To operate a vehicle. ""learned to drive at the age of seventeen"""	17.0645161290323	0.0	0.1128	cat	0.6058582453798741	95.88020018152277	59.2434897432267	77.56184496237474	0.6058582453798741	95.88020018152277	59.2434897432267	77.56184496237474	212.04020083287523
answerdotai_ModernBERT-base	delta	drive	drove	12.0	driven	3.0	ppt	12(7b)	"To operate the mechanism and controls and direct the course of (a vehicle). ""drive a car"""	5.4	0.0201	0.2241	cat	0.6231574006756989	86.81738867942914	69.87478305697242	78.34608586820079	0.6231574006756989	86.81738867942914	69.87478305697242	78.34608586820079	273.9628626328498
answerdotai_ModernBERT-base	delta	drive	drove	0.0	driven	24.0	ppt	12(8a)	"To exert inescapable or coescive pressure on. To force. ""driven by his passions"""	24.0	0.0	1.0	cat	0.06837157425824442	99.3226870278067	110.89779610814745	105.11024156797707			120.47165954216543		120.47165954216543
answerdotai_ModernBERT-base	delta	eat	ate	22.0	eaten	8.0	ppt	1(1a)	To take food or a meal.	6.53333333333333	0.0106	0.0046	prob	0.5996795698632682	106.56643250027247	103.70201298695196	105.13422274361221	0.5996795698632682	106.56643250027247	103.70201298695196	105.13422274361221	342.5947858093536
answerdotai_ModernBERT-base	delta	eat	ate	61.0	eaten	81.0	ppt	1(3a)	To take in through the mouth as food. To ingest, chew, and swallow in turn.	2.8169014084507	0.0933	0.0	no_cond	0.5568405643200153	119.63309732589437	141.55591081651738	130.59450407120588	0.5568405643200153	119.63309732589437	141.55591081651738	130.59450407120588	397.68979515932455
answerdotai_ModernBERT-base	delta	fall	fell	10.0	fallen	21.0	ppt	13(12a)	Phrases: fall apart, fall behind, fall between two stools, fall flat, fall for, fall from grace, fall home, fall into line, fall on, fall on one's face, fall on one's sword, fall short	3.90322580645161	0.0482	0.0008	prob	0.5978034140859547	78.95450640497928	56.503597064637475	67.72905173480838	0.5978034140859547	56.503597064637475	78.95450640497928	67.72905173480838	245.62105443881381
answerdotai_ModernBERT-base	delta	fall	fell	40.0	fallen	11.0	ppt	13(1a)	"To descend freely by the force of gravity. ""The apple fell from the tree."""	16.4901960784314	0.0	0.0005	prob	0.5863235764006851	68.70510930243172	107.84803086266737	88.27657008254954	0.5863235764006851	68.70510930243172	107.84803086266737	88.27657008254954	201.51964642183316
answerdotai_ModernBERT-base	delta	fall	fell	4.0	fallen	30.0	ppt	13(6c)	"To decline in quality, activity, or quantity. ""Production fell off."""	19.8823529411765	0.0	0.1139	cat	0.4671457713599648	94.30275900144144	245.94625807376156	170.1245085376015	0.5343708686056301	52.051288658430046	117.17643485450732	84.61386175646868	194.9758552349941
answerdotai_ModernBERT-base	delta	fall	fell	30.0	fallen	5.0	ppt	13(9a)	"To pass suddenly and passively into a state or body of mind or a new state or condition. ""fall asleep"" / ""fall in love"""	17.8571428571429	0.0	0.0536	cat	0.6206682310769768	59.9352627202619	116.21067904944557	88.07297088485373	0.6206682310769768	59.9352627202619	116.21067904944557	88.07297088485373	164.71982338877967
answerdotai_ModernBERT-base	delta	fly	flied	2.0	flew	16.0	pst	14(1a)	"To move in or pass through the air with wings. ""bees flying around the hive"""	10.8888888888889	0.001	0.4857	cat	0.06376299556194913	162.3698536018471	10.85601425020085	86.61293392602397	0.6337843139981857	18.107811879169965	69.28937561431229	43.698593746741125	159.40894006167514
answerdotai_ModernBERT-base	delta	fly	flied	0.0	flew	52.0	pst	14(5a)	"To operate or travel in an airplane or spacecraft. ""They flew to Florida for their vacation."""	52.0	0.0	1.0	cat	0.04259648193733085	64.33394142735217	61.764605776642746	63.049273601997456			67.15304797707142		67.15304797707142
answerdotai_ModernBERT-base	delta	fly	flied	96.0	flew	7.0	pst	14(7a)	To hit a fly in baseball.	76.9029126213592	0.0	0.0141	prob	0.6600018134664447	50.35789260267277	33.384148198024555	41.87102040034866	0.6600018134664447	50.35789260267277	33.384148198024555	41.87102040034866	97.48909472399097
answerdotai_ModernBERT-base	delta	forget	forgot	41.0	forgotten	49.0	ppt	15(3a)	"To lose the remembrance of. To be unable to think of or recall. ""I forgot his name."""	0.711111111111111	0.3991	0.0	no_cond	0.5237509638461474	57.709314393465675	59.1901430162714	58.449728704868534	0.5237509638461474	57.709314393465675	59.1901430162714	58.449728704868534	154.26336434668352
answerdotai_ModernBERT-base	delta	forget	forgot	28.0	forgotten	39.0	ppt	15(4a)	"To treat with inattention or disregard. ""forgot their old friends"" ""He's now a forgotten hero."""	1.80597014925373	0.179	0.0	no_cond	0.4897651582050838	59.18166252355145	71.43355789545275	65.3076102095021	0.4897651582050838	59.18166252355145	71.43355789545275	65.3076102095021	156.94537816901982
answerdotai_ModernBERT-base	delta	forget	forgot	16.0	forgotten	11.0	ppt	15(5a)	"To disregard intentionally. To overlook. Usually used in the imperative. ""I shouldn't have said that, so just forget it."""	0.925925925925926	0.3359	0.0003	no_cond	0.5142199117069138	53.075502106654014	51.92564775993903	52.50057493329652	0.5142199117069138	53.075502106654014	51.92564775993903	52.50057493329652	142.92577073143568
answerdotai_ModernBERT-base	delta	hang	hanged	1.0	hung	15.0	ppt	16(12a)	"(Informal) To pass time idly or in relaxing or socializing. To hang around. To hang out. ""hanging with friends"" ""hanging at the beach"""	12.25	0.0005	1.0	cat	-0.011247939303486295	161.63970196346776	0.0	80.81985098173388	0.5041618421099869	0.0	113.301785147238	56.650892573619	160.24127720465748
answerdotai_ModernBERT-base	delta	hang	hanged	0.0	hung	20.0	ppt	16(14a)	Phrases: hang fire, hang it up, hang loose, hang one on, hang out to dry, hang one's hat (on), hang ten, hang tough	20.0	0.0	1.0	cat	0.04211431077789068	39.84776561151644	89.416668525295	64.63221706840571			90.6899167244477		90.6899167244477
answerdotai_ModernBERT-base	delta	hang	hanged	1.0	hung	30.0	ppt	16(15a)	"To fasten to some elevated point without support from below. To suspend. ""hang a picture on the wall"""	27.1290322580645	0.0	1.0	cat	0.05353859567226062	85.92998934326619	112.77170110304736	99.35084522315677	0.5203158098468434	0.0	90.36411150950443	45.18205575475221	111.56944712784879
answerdotai_ModernBERT-base	delta	hang	hanged	98.0	hung	26.0	ppt	16(15b)	"To suspend by the neck until dead; often hanged in the past; often used as a mild oath. ""I'll be hanged"""	41.8064516129032	0.0	0.0	prob	0.5537073244452718	96.26076606777228	99.8896302479598	98.07519815786604	0.5537073244452718	96.26076606777228	99.8896302479598	98.07519815786604	219.8909557862799
answerdotai_ModernBERT-base	delta	hang	hanged	4.0	hung	27.0	pst	16(12a)	"(Informal) To pass time idly or in relaxing or socializing. To hang around. To hang out. ""hanging with friends"" ""hanging at the beach"""	17.0645161290323	0.0	0.1128	cat	0.5742071942511855	80.98781565806256	50.99429333547034	65.99105449676645	0.5742071942511855	50.99429333547034	80.98781565806256	65.99105449676645	162.57724294786485
answerdotai_ModernBERT-base	delta	hang	hanged	0.0	hung	22.0	pst	16(14a)	Phrases: hang fire, hang it up, hang loose, hang one on, hang out to dry, hang one's hat (on), hang ten, hang tough	22.0	0.0	1.0	cat	0.0029058626132068962	61.698063989801234	88.23285380427954	74.96545889704039			84.97963102259844		84.97963102259844
answerdotai_ModernBERT-base	delta	hang	hanged	1.0	hung	20.0	pst	16(15a)	"To fasten to some elevated point without support from below. To suspend. ""hang a picture on the wall"""	17.1904761904762	0.0	1.0	cat	0.03902276918585088	161.92264261854206	84.26113956022208	123.09189108938207	0.5350526601288873	0.0	90.98742827579144	45.49371413789572	127.21915574205154
answerdotai_ModernBERT-base	delta	hang	hanged	94.0	hung	3.0	pst	16(15b)	"To suspend by the neck until dead; often hanged in the past; often used as a mild oath. ""I'll be hanged"""	85.3711340206186	0.0	0.2461	cat	0.05375369905074286	79.21398287059898	126.14380276823825	102.67889281941862	0.572172521751635	91.37907347157521	64.38899120978209	77.88403234067866	115.34403781913359
answerdotai_ModernBERT-base	delta	heave	hove	10.0	heaved	7.0	pst	17(2c)	"To move in an indicated way. (Past tense usually 'hove') ""The ship hove into view."""	0.529411764705882	0.4669	0.0072	no_cond	0.5752003988311021	55.60044094390855	50.33865018239046	52.96954556314951	0.5752003988311021	55.60044094390855	50.33865018239046	52.96954556314951	189.06292431409952
answerdotai_ModernBERT-base	delta	heave	hove	36.0	heaved	0.0	pst	17(2d)	Phrase: heave into view, heave into sight.	36.0	0.0	1.0	cat	0.07706583747511724	54.5700908902834	47.60060198447611	51.085346437379755		58.08432832415984			58.08432832415984
answerdotai_ModernBERT-base	delta	heave	hove	5.0	heaved	12.0	pst	17(8a)	"To throw. To cast. ""heaved her books on the floor"""	2.88235294117647	0.0896	0.0445	no_cond	0.5505250572170888	51.34953284369711	73.41124686813251	62.380389855914814	0.5505250572170888	51.34953284369711	73.41124686813251	62.380389855914814	193.08519326340232
answerdotai_ModernBERT-base	delta	heave	hove	0.0	heaved	22.0	pst	17(9a)	"To utter with obvious effort or with a deep breath. ""heaved a sigh of relief"""	22.0	0.0	1.0	cat	0.09603408156639541	69.82574332309089	46.226041911395086	58.02589261724299			73.16652653901775		73.16652653901775
answerdotai_ModernBERT-base	delta	kneel	kneeled	40.0	knelt	50.0	pst	18(1a)	"To position the body so that one or both knees rest on the floor. ""The prisoners were ordered to kneel."""	1.11111111111111	0.2918	0.0	no_cond	0.5714697737761862	68.80008366745582	67.58900753424057	68.19454560084819	0.5714697737761862	68.80008366745582	67.58900753424057	68.19454560084819	218.38980896923647
answerdotai_ModernBERT-base	delta	kneel	kneeled	60.0	knelt	50.0	pst	18(2a)	"To fall or rest on the knees. ""She kneeled on the floor next to the child."""	0.909090909090909	0.3404	0.0	no_cond	0.5904216249753691	62.42595858836629	61.72318033392288	62.07456946114459	0.5904216249753691	62.42595858836629	61.72318033392288	62.07456946114459	216.18341664017478
answerdotai_ModernBERT-base	delta	knit	knitted	67.0	knit	43.0	ppt	19(3a)	To form by interlacing yarn or thread in a series of connected loops with needles	5.23636363636364	0.0221	0.0	prob	0.5329824817409794	61.12156893701107	64.50972202264573	62.815645479828405	0.5329824817409794	61.12156893701107	64.50972202264573	62.815645479828405	169.4206416453844
answerdotai_ModernBERT-base	delta	knit	knitted	23.0	knit	45.0	ppt	19(4a)	"To link firmly or closely. ""knitted my hands"""	7.11764705882353	0.0076	0.0	prob	0.543615100671213	61.492788722687855	69.8828059014375	65.68779731206267	0.543615100671213	69.8828059014375	61.492788722687855	65.68779731206267	176.85619393606078
